,answer_type_id,answer_type_name,answers,frontend_info_text,points,question_type_id,question_type_name,onlinetest_title,text,variable,questions_temp,correct_answers_temp,content,lang,topic_label_en,topic_label_de,source,answers_content,related_topics,topic_label_de_fixed,irt_difficulty,level_difficulty,docid
3649,4,Single Choice,"[{'Antwort': 'Die Anerkennung und Wertschätzung der eigenen Kultur als überlegen.', 'RichtigeAntwort': False}, {'Antwort': 'Die Tendenz, andere Kulturen nach den Maßstäben der eigenen Kultur zu bewerten.', 'RichtigeAntwort': False}, {'Antwort': 'Die Anerkennung, dass kulturelle Werte und Praktiken relativ sind und in ihrem Kontext verstanden werden sollten.', 'RichtigeAntwort': True}, {'Antwort': 'Die Ablehnung jeglicher kultureller Vielfalt.', 'RichtigeAntwort': False}]",N/A,N/A,N/A,N/A,N/A,Was versteht man unter Kulturrelativismus?,N/A,Was versteht man unter Kulturrelativismus?,N/A,verstehen kulturrelativismu anerkennung wertschätzung eigen kultur überlegen tendenz kultur maßstab eigen kultur bewerten anerkennung kulturell wert praktikum relativ kontext verstehen sollen ablehnung jeglich kulturell vielfalt,GERMAN,N/A,Interkulturelle Fähigkeiten,ChatGPT3.5,"Die Anerkennung und Wertschätzung der eigenen Kultur als überlegen. Die Tendenz, andere Kulturen nach den Maßstäben der eigenen Kultur zu bewerten. Die Anerkennung, dass kulturelle Werte und Praktiken relativ sind und in ihrem Kontext verstanden werden sollten. Die Ablehnung jeglicher kultureller Vielfalt.","[{'topic': 'Allgemeinwissen', 'rate': 0.31622672429223514}, {'topic': 'Arbeitssicherheit und Gesundheitsschutz', 'rate': 0.03884054539284159}, {'topic': 'Datenverarbeitung', 'rate': 0.03579986688647307}, {'topic': 'Deutsche Sprache', 'rate': 0.05374241938292218}, {'topic': 'Elektrotechnik', 'rate': 0.026895748214670546}]",interkulturelle fähigkeiten,N/A,N/A,3649
3650,4,Single Choice,"[{'Antwort': 'Klare und explizite Kommunikation.', 'RichtigeAntwort': False}, {'Antwort': 'Betonte nonverbale Kommunikation und implizite Botschaften.', 'RichtigeAntwort': True}, {'Antwort': 'Offene und direkte Gesprächsführung.', 'RichtigeAntwort': False}, {'Antwort': 'Geringe Betonung von Rituale und Höflichkeitsformen.', 'RichtigeAntwort': False}]",N/A,N/A,N/A,N/A,N/A,Was ist ein typisches Merkmal einer Hochkontextkultur?,N/A,Was ist ein typisches Merkmal einer Hochkontextkultur?,N/A,typisch merkmal hochkontextkultur klar explizit kommunikation betonen nonverbal kommunikation implizit botschaft offen direkt gesprächsführung gering betonung ritual höflichkeitsform,GERMAN,N/A,Interkulturelle Fähigkeiten,ChatGPT3.5,Klare und explizite Kommunikation. Betonte nonverbale Kommunikation und implizite Botschaften. Offene und direkte Gesprächsführung. Geringe Betonung von Rituale und Höflichkeitsformen.,"[{'topic': 'Allgemeinwissen', 'rate': 0.31622672429223514}, {'topic': 'Arbeitssicherheit und Gesundheitsschutz', 'rate': 0.03884054539284159}, {'topic': 'Datenverarbeitung', 'rate': 0.03579986688647307}, {'topic': 'Deutsche Sprache', 'rate': 0.05374241938292218}, {'topic': 'Elektrotechnik', 'rate': 0.026895748214670546}]",interkulturelle fähigkeiten,N/A,N/A,3650
3651,4,Single Choice,"[{'Antwort': 'Die positive Erfahrung des Kennenlernens einer neuen Kultur.', 'RichtigeAntwort': False}, {'Antwort': 'Die emotionale Reaktion auf die kulturellen Unterschiede und die Entfremdung in einer neuen Kultur.', 'RichtigeAntwort': True}, {'Antwort': 'Die schnelle Anpassung an eine neue Kultur ohne Probleme.', 'RichtigeAntwort': False}, {'Antwort': 'Die Ablehnung jeder kulturellen Vielfalt.', 'RichtigeAntwort': False}]",N/A,N/A,N/A,N/A,N/A,Was versteht man unter 'Kulturschock'?,N/A,Was versteht man unter 'Kulturschock'?,N/A,verstehen kulturschock positiv erfahrung kennenlernen neu kultur emotional reaktion kulturell unterschied entfremdung neu kultur schnell anpassung neu kultur problem ablehnung kulturell vielfalt,GERMAN,N/A,Interkulturelle Fähigkeiten,ChatGPT3.5,Die positive Erfahrung des Kennenlernens einer neuen Kultur. Die emotionale Reaktion auf die kulturellen Unterschiede und die Entfremdung in einer neuen Kultur. Die schnelle Anpassung an eine neue Kultur ohne Probleme. Die Ablehnung jeder kulturellen Vielfalt.,"[{'topic': 'Allgemeinwissen', 'rate': 0.31622672429223514}, {'topic': 'Arbeitssicherheit und Gesundheitsschutz', 'rate': 0.03884054539284159}, {'topic': 'Datenverarbeitung', 'rate': 0.03579986688647307}, {'topic': 'Deutsche Sprache', 'rate': 0.05374241938292218}, {'topic': 'Elektrotechnik', 'rate': 0.026895748214670546}]",interkulturelle fähigkeiten,N/A,N/A,3651
3652,4,Single Choice,"[{'Antwort': 'Das Festhalten an den eigenen Vorurteilen.', 'RichtigeAntwort': False}, {'Antwort': 'Die Ablehnung jeder anderen Kultur.', 'RichtigeAntwort': False}, {'Antwort': 'Die Bereitschaft, andere Kulturen zu verstehen und zu respektieren.', 'RichtigeAntwort': True}, {'Antwort': 'Die Betonung der kulturellen Überlegenheit der eigenen Kultur.', 'RichtigeAntwort': False}]",N/A,N/A,N/A,N/A,N/A,Was ist ein wichtiger Schritt bei der Entwicklung interkultureller Sensibilität?,N/A,Was ist ein wichtiger Schritt bei der Entwicklung interkultureller Sensibilität?,N/A,wichtig schritt entwicklung interkulturell sensibilität festhalten eigen vorurteilen ablehnung kultur bereitschaft kultur verstehen respektieren betonung kulturell überlegenheit eigen kultur,GERMAN,N/A,Interkulturelle Fähigkeiten,ChatGPT3.5,"Das Festhalten an den eigenen Vorurteilen. Die Ablehnung jeder anderen Kultur. Die Bereitschaft, andere Kulturen zu verstehen und zu respektieren. Die Betonung der kulturellen Überlegenheit der eigenen Kultur.","[{'topic': 'Allgemeinwissen', 'rate': 0.31622672429223514}, {'topic': 'Arbeitssicherheit und Gesundheitsschutz', 'rate': 0.03884054539284159}, {'topic': 'Datenverarbeitung', 'rate': 0.03579986688647307}, {'topic': 'Deutsche Sprache', 'rate': 0.05374241938292218}, {'topic': 'Elektrotechnik', 'rate': 0.026895748214670546}]",interkulturelle fähigkeiten,N/A,N/A,3652
3653,4,Single Choice,"[{'Antwort': 'Die Erholung nach einem Arbeitsunfall', 'Richtig': False}, {'Antwort': 'Die Wiedereingliederung von Menschen mit gesundheitlichen Beeinträchtigungen in das Arbeitsleben', 'Richtig': True}, {'Antwort': 'Die Schulung von Arbeitnehmern für neue berufliche Aufgaben', 'Richtig': False}, {'Antwort': 'Die Vorbereitung auf den Ruhestand', 'Richtig': False}]",N/A,N/A,N/A,N/A,N/A,Was versteht man unter beruflicher Rehabilitation?,N/A,Was versteht man unter beruflicher Rehabilitation?,N/A,verstehen beruflich rehabilitation erholung arbeitsunfall wiedereingliederung mensch gesundheitlich beeinträchtigung arbeitsleben schulung arbeitnehmer neu beruflich vorbereitung ruhestand,GERMAN,N/A,Berufliche Rehabilitation,ChatGPT3.5,Die Erholung nach einem Arbeitsunfall Die Wiedereingliederung von Menschen mit gesundheitlichen Beeinträchtigungen in das Arbeitsleben Die Schulung von Arbeitnehmern für neue berufliche Aufgaben Die Vorbereitung auf den Ruhestand,"[{'topic': 'Allgemeinwissen', 'rate': 0.31622672429223514}, {'topic': 'Arbeitssicherheit und Gesundheitsschutz', 'rate': 0.03884054539284159}, {'topic': 'Datenverarbeitung', 'rate': 0.03579986688647307}, {'topic': 'Deutsche Sprache', 'rate': 0.05374241938292218}, {'topic': 'Elektrotechnik', 'rate': 0.026895748214670546}]",berufliche rehabilitation,N/A,N/A,3653
3654,4,Single Choice,"[{'Antwort': 'Die maximale Auslastung der Arbeitnehmer', 'Richtig': False}, {'Antwort': 'Die langfristige Arbeitsunfähigkeit von Mitarbeitern', 'Richtig': False}, {'Antwort': 'Die Wiedereingliederung in das Arbeitsleben und die Förderung der beruflichen Selbstständigkeit von Menschen mit gesundheitlichen Beeinträchtigungen', 'Richtig': True}, {'Antwort': 'Die Förderung des Frühverrentungsprogramms', 'Richtig': False}]",N/A,N/A,N/A,N/A,N/A,Welches Ziel hat die berufliche Rehabilitation?,N/A,Welches Ziel hat die berufliche Rehabilitation?,N/A,ziel beruflich rehabilitation maximal auslastung arbeitnehmer langfristig arbeitsunfähigkeit mitarbeiter wiedereingliederung arbeitsleben förderung beruflich selbstständigkeit mensch gesundheitlich beeinträchtigung förderung frühverrentungsprogramm,GERMAN,N/A,Berufliche Rehabilitation,ChatGPT3.5,Die maximale Auslastung der Arbeitnehmer Die langfristige Arbeitsunfähigkeit von Mitarbeitern Die Wiedereingliederung in das Arbeitsleben und die Förderung der beruflichen Selbstständigkeit von Menschen mit gesundheitlichen Beeinträchtigungen Die Förderung des Frühverrentungsprogramms,"[{'topic': 'Allgemeinwissen', 'rate': 0.31622672429223514}, {'topic': 'Arbeitssicherheit und Gesundheitsschutz', 'rate': 0.03884054539284159}, {'topic': 'Datenverarbeitung', 'rate': 0.03579986688647307}, {'topic': 'Deutsche Sprache', 'rate': 0.05374241938292218}, {'topic': 'Elektrotechnik', 'rate': 0.026895748214670546}]",berufliche rehabilitation,N/A,N/A,3654
3655,4,Single Choice,"[{'Antwort': 'Der Arbeitgeber', 'Richtig': False}, {'Antwort': 'Der Hausarzt', 'Richtig': False}, {'Antwort': 'Die zuständigen Rehabilitationsträger (z. B. Rentenversicherungsträger, Unfallversicherungsträger)', 'Richtig': True}, {'Antwort': 'Die Gewerkschaften', 'Richtig': False}]",N/A,N/A,N/A,N/A,N/A,Wer ist in der Regel für die Durchführung der beruflichen Rehabilitation verantwortlich?,N/A,Wer ist in der Regel für die Durchführung der beruflichen Rehabilitation verantwortlich?,N/A,wer regel durchführung beruflich rehabilitation verantwortlich arbeitgeber hausarzt zuständig rehabilitationsträger rentenversicherungsträg unfallversicherungsträg gewerkschaft,GERMAN,N/A,Berufliche Rehabilitation,ChatGPT3.5,"Der Arbeitgeber Der Hausarzt Die zuständigen Rehabilitationsträger (z. B. Rentenversicherungsträger, Unfallversicherungsträger) Die Gewerkschaften","[{'topic': 'Allgemeinwissen', 'rate': 0.31622672429223514}, {'topic': 'Arbeitssicherheit und Gesundheitsschutz', 'rate': 0.03884054539284159}, {'topic': 'Datenverarbeitung', 'rate': 0.03579986688647307}, {'topic': 'Deutsche Sprache', 'rate': 0.05374241938292218}, {'topic': 'Elektrotechnik', 'rate': 0.026895748214670546}]",berufliche rehabilitation,N/A,N/A,3655
3656,4,Single Choice,"[{'Antwort': 'Die sofortige Entlassung aus dem Arbeitsverhältnis', 'Richtig': False}, {'Antwort': 'Medizinische Behandlung und Therapie', 'Richtig': True}, {'Antwort': 'Die Umplatzierung in einen neuen Job ohne Rücksicht auf die Fähigkeiten des Mitarbeiters', 'Richtig': False}, {'Antwort': 'Die Förderung von Arbeitsunfähigkeit', 'Richtig': False}]",N/A,N/A,N/A,N/A,N/A,Welche Maßnahmen können Teil der beruflichen Rehabilitation sein?,N/A,Welche Maßnahmen können Teil der beruflichen Rehabilitation sein?,N/A,maßnahme teil beruflich rehabilitation sofortig entlassung arbeitsverhältnis medizinisch behandlung therapie umplatzierung neu job rücksicht fähigkeit mitarbeiter förderung arbeitsunfähigkeit,GERMAN,N/A,Berufliche Rehabilitation,ChatGPT3.5,Die sofortige Entlassung aus dem Arbeitsverhältnis Medizinische Behandlung und Therapie Die Umplatzierung in einen neuen Job ohne Rücksicht auf die Fähigkeiten des Mitarbeiters Die Förderung von Arbeitsunfähigkeit,"[{'topic': 'Allgemeinwissen', 'rate': 0.31622672429223514}, {'topic': 'Arbeitssicherheit und Gesundheitsschutz', 'rate': 0.03884054539284159}, {'topic': 'Datenverarbeitung', 'rate': 0.03579986688647307}, {'topic': 'Deutsche Sprache', 'rate': 0.05374241938292218}, {'topic': 'Elektrotechnik', 'rate': 0.026895748214670546}]",berufliche rehabilitation,N/A,N/A,3656
3657,4,Single Choice,"[{'Antwort': 'Nur Personen mit schwerwiegenden körperlichen Behinderungen', 'Richtig': False}, {'Antwort': 'Nur Personen, die in Berufen mit hoher Nachfrage arbeiten', 'Richtig': False}, {'Antwort': 'Menschen mit gesundheitlichen Beeinträchtigungen, die ihre berufliche Tätigkeit aus gesundheitlichen Gründen nicht mehr ausüben können oder deren Teilhabe am Arbeitsleben gefährdet ist', 'Richtig': True}, {'Antwort': 'Nur Personen, die kurz vor der Rente stehen', 'Richtig': False}]",N/A,N/A,N/A,N/A,N/A,Wer kann von beruflicher Rehabilitation profitieren?,N/A,Wer kann von beruflicher Rehabilitation profitieren?,N/A,wer beruflich rehabilitation profitieren person schwerwiegend körperlich behinderung person berufen hoch nachfrage arbeiten mensch gesundheitlich beeinträchtigung beruflich tätigkeit gesundheitlich grund mehr ausüben der teilhabe arbeitsleben gefährden person kurz rente stehen,GERMAN,N/A,Berufliche Rehabilitation,ChatGPT3.5,"Nur Personen mit schwerwiegenden körperlichen Behinderungen Nur Personen, die in Berufen mit hoher Nachfrage arbeiten Menschen mit gesundheitlichen Beeinträchtigungen, die ihre berufliche Tätigkeit aus gesundheitlichen Gründen nicht mehr ausüben können oder deren Teilhabe am Arbeitsleben gefährdet ist Nur Personen, die kurz vor der Rente stehen","[{'topic': 'Allgemeinwissen', 'rate': 0.31622672429223514}, {'topic': 'Arbeitssicherheit und Gesundheitsschutz', 'rate': 0.03884054539284159}, {'topic': 'Datenverarbeitung', 'rate': 0.03579986688647307}, {'topic': 'Deutsche Sprache', 'rate': 0.05374241938292218}, {'topic': 'Elektrotechnik', 'rate': 0.026895748214670546}]",berufliche rehabilitation,N/A,N/A,3657
3658,4,Single Choice,"[{'Antwort': 'Keine Rolle, medizinische Rehabilitation ist getrennt von beruflicher Rehabilitation', 'Richtig': False}, {'Antwort': 'Medizinische Rehabilitation ist das einzige Element der beruflichen Rehabilitation', 'Richtig': False}, {'Antwort': 'Medizinische Rehabilitation kann ein wichtiger Bestandteil der beruflichen Rehabilitation sein, um die Gesundheit und Arbeitsfähigkeit wiederherzustellen', 'Richtig': True}, {'Antwort': 'Medizinische Rehabilitation ist nur für ältere Arbeitnehmer relevant', 'Richtig': False}]",N/A,N/A,N/A,N/A,N/A,Welche Rolle spielt die medizinische Rehabilitation in der beruflichen Rehabilitation?,N/A,Welche Rolle spielt die medizinische Rehabilitation in der beruflichen Rehabilitation?,N/A,rolle spielen medizinisch rehabilitation beruflich rehabilitation rolle medizinisch rehabilitation getrennt beruflich rehabilitation medizinisch rehabilitation einzig element beruflich rehabilitation medizinisch rehabilitation wichtig bestandteil beruflich rehabilitation gesundheit arbeitsfähigkeit wiederherstellen medizinisch rehabilitation alt arbeitnehmer relevant,GERMAN,N/A,Berufliche Rehabilitation,ChatGPT3.5,"Keine Rolle, medizinische Rehabilitation ist getrennt von beruflicher Rehabilitation Medizinische Rehabilitation ist das einzige Element der beruflichen Rehabilitation Medizinische Rehabilitation kann ein wichtiger Bestandteil der beruflichen Rehabilitation sein, um die Gesundheit und Arbeitsfähigkeit wiederherzustellen Medizinische Rehabilitation ist nur für ältere Arbeitnehmer relevant","[{'topic': 'Allgemeinwissen', 'rate': 0.31622672429223514}, {'topic': 'Arbeitssicherheit und Gesundheitsschutz', 'rate': 0.03884054539284159}, {'topic': 'Datenverarbeitung', 'rate': 0.03579986688647307}, {'topic': 'Deutsche Sprache', 'rate': 0.05374241938292218}, {'topic': 'Elektrotechnik', 'rate': 0.026895748214670546}]",berufliche rehabilitation,N/A,N/A,3658
3659,4,Single Choice,"[{'Antwort': 'Maximal 1 Woche', 'Richtig': False}, {'Antwort': 'Maximal 1 Monat', 'Richtig': False}, {'Antwort': 'Die Dauer kann je nach individuellen Bedürfnissen und Erfordernissen variieren', 'Richtig': True}, {'Antwort': 'Genau 6 Monate', 'Richtig': False}]",N/A,N/A,N/A,N/A,N/A,Wie lange kann die Dauer der beruflichen Rehabilitation sein?,N/A,Wie lange kann die Dauer der beruflichen Rehabilitation sein?,N/A,lang dauer beruflich rehabilitation maximal woche maximal monat dauer je individuell bedürfnis erfordernis variieren genau monat,GERMAN,N/A,Berufliche Rehabilitation,ChatGPT3.5,Maximal 1 Woche Maximal 1 Monat Die Dauer kann je nach individuellen Bedürfnissen und Erfordernissen variieren Genau 6 Monate,"[{'topic': 'Allgemeinwissen', 'rate': 0.31622672429223514}, {'topic': 'Arbeitssicherheit und Gesundheitsschutz', 'rate': 0.03884054539284159}, {'topic': 'Datenverarbeitung', 'rate': 0.03579986688647307}, {'topic': 'Deutsche Sprache', 'rate': 0.05374241938292218}, {'topic': 'Elektrotechnik', 'rate': 0.026895748214670546}]",berufliche rehabilitation,N/A,N/A,3659
3660,4,Single Choice,"[{'Antwort': 'Die Arbeitsplatzsicherheit', 'Richtig': False}, {'Antwort': 'Die Möglichkeit, an betrieblichen Aktivitäten teilzunehmen', 'Richtig': False}, {'Antwort': 'Die Möglichkeit, am Arbeitsleben teilzunehmen und den eigenen Lebensunterhalt zu verdienen', 'Richtig': True}, {'Antwort': 'Die Anwesenheit am Arbeitsplatz', 'Richtig': False}]",N/A,N/A,N/A,N/A,N/A,Was versteht man unter dem Begriff 'Teilhabe am Arbeitsleben'?,N/A,Was versteht man unter dem Begriff 'Teilhabe am Arbeitsleben'?,N/A,verstehen begriff teilhabe arbeitsleben arbeitsplatzsicherheit möglichkeit betrieblich aktivität teilnehmen möglichkeit arbeitsleben teilnehmen eigen lebensunterhalt verdienen anwesenheit arbeitsplatz,GERMAN,N/A,Berufliche Rehabilitation,ChatGPT3.5,"Die Arbeitsplatzsicherheit Die Möglichkeit, an betrieblichen Aktivitäten teilzunehmen Die Möglichkeit, am Arbeitsleben teilzunehmen und den eigenen Lebensunterhalt zu verdienen Die Anwesenheit am Arbeitsplatz","[{'topic': 'Allgemeinwissen', 'rate': 0.31622672429223514}, {'topic': 'Arbeitssicherheit und Gesundheitsschutz', 'rate': 0.03884054539284159}, {'topic': 'Datenverarbeitung', 'rate': 0.03579986688647307}, {'topic': 'Deutsche Sprache', 'rate': 0.05374241938292218}, {'topic': 'Elektrotechnik', 'rate': 0.026895748214670546}]",berufliche rehabilitation,N/A,N/A,3660
3661,4,Single Choice,"[{'Antwort': 'Der Arbeitnehmer selbst', 'Richtig': False}, {'Antwort': 'Der Hausarzt', 'Richtig': False}, {'Antwort': 'Die zuständigen Rehabilitationsträger nach eingehender Prüfung und Beratung', 'Richtig': True}, {'Antwort': 'Die Gewerkschaften', 'Richtig': False}]",N/A,N/A,N/A,N/A,N/A,"Wer entscheidet darüber, welche Maßnahmen im Rahmen der beruflichen Rehabilitation durchgeführt werden sollen?",N/A,"Wer entscheidet darüber, welche Maßnahmen im Rahmen der beruflichen Rehabilitation durchgeführt werden sollen?",N/A,wer entscheiden darüber maßnahme rahmen beruflich rehabilitation durchführen sollen arbeitnehmer hausarzt zuständig rehabilitationsträger eingehend prüfung beratung gewerkschaft,GERMAN,N/A,Berufliche Rehabilitation,ChatGPT3.5,Der Arbeitnehmer selbst Der Hausarzt Die zuständigen Rehabilitationsträger nach eingehender Prüfung und Beratung Die Gewerkschaften,"[{'topic': 'Allgemeinwissen', 'rate': 0.31622672429223514}, {'topic': 'Arbeitssicherheit und Gesundheitsschutz', 'rate': 0.03884054539284159}, {'topic': 'Datenverarbeitung', 'rate': 0.03579986688647307}, {'topic': 'Deutsche Sprache', 'rate': 0.05374241938292218}, {'topic': 'Elektrotechnik', 'rate': 0.026895748214670546}]",berufliche rehabilitation,N/A,N/A,3661
3662,4,Single Choice,"[{'Antwort': 'Es gibt keine finanzielle Unterstützung für Menschen in beruflicher Rehabilitation', 'Richtig': False}, {'Antwort': 'Eine vollständige Rente ohne jegliche Verpflichtungen', 'Richtig': False}, {'Antwort': 'Je nach Bedarf können Menschen in beruflicher Rehabilitation finanzielle Unterstützung in Form von Übergangsgeld oder Leistungen zur Teilhabe am Arbeitsleben erhalten', 'Richtig': True}, {'Antwort': 'Nur Menschen mit schwerwiegenden Behinderungen können finanzielle Unterstützung erhalten', 'Richtig': False}]",N/A,N/A,N/A,N/A,N/A,Welche finanzielle Unterstützung können Menschen in beruflicher Rehabilitation erhalten?,N/A,Welche finanzielle Unterstützung können Menschen in beruflicher Rehabilitation erhalten?,N/A,finanziell unterstützung mensch beruflich rehabilitation erhalten geben finanziell unterstützung mensch beruflich rehabilitation vollständig rente jeglich verpflichtung je bedürfen mensch beruflich rehabilitation finanziell unterstützung form übergangsgeld leistung teilhabe arbeitsleben erhalten mensch schwerwiegend behinderung finanziell unterstützung erhalten,GERMAN,N/A,Berufliche Rehabilitation,ChatGPT3.5,Es gibt keine finanzielle Unterstützung für Menschen in beruflicher Rehabilitation Eine vollständige Rente ohne jegliche Verpflichtungen Je nach Bedarf können Menschen in beruflicher Rehabilitation finanzielle Unterstützung in Form von Übergangsgeld oder Leistungen zur Teilhabe am Arbeitsleben erhalten Nur Menschen mit schwerwiegenden Behinderungen können finanzielle Unterstützung erhalten,"[{'topic': 'Allgemeinwissen', 'rate': 0.31622672429223514}, {'topic': 'Arbeitssicherheit und Gesundheitsschutz', 'rate': 0.03884054539284159}, {'topic': 'Datenverarbeitung', 'rate': 0.03579986688647307}, {'topic': 'Deutsche Sprache', 'rate': 0.05374241938292218}, {'topic': 'Elektrotechnik', 'rate': 0.026895748214670546}]",berufliche rehabilitation,N/A,N/A,3662
3663,4,Single Choice,"[{'Antwort': 'Berufliche Qualifizierung ist in der beruflichen Rehabilitation nicht vorgesehen', 'Richtig': False}, {'Antwort': 'Berufliche Qualifizierung ist das einzige Element der beruflichen Rehabilitation', 'Richtig': False}, {'Antwort': 'Berufliche Qualifizierung kann ein wichtiger Bestandteil der beruflichen Rehabilitation sein, um die beruflichen Fähigkeiten und Chancen zu verbessern', 'Richtig': True}, {'Antwort': 'Berufliche Qualifizierung ist nur für junge Arbeitnehmer relevant', 'Richtig': False}]",N/A,N/A,N/A,N/A,N/A,Welche Rolle spielt die berufliche Qualifizierung in der beruflichen Rehabilitation?,N/A,Welche Rolle spielt die berufliche Qualifizierung in der beruflichen Rehabilitation?,N/A,rolle spielen beruflich qualifizierung beruflich rehabilitation beruflich qualifizierung beruflich rehabilitation vorsehen beruflich qualifizierung einzig element beruflich rehabilitation beruflich qualifizierung wichtig bestandteil beruflich rehabilitation beruflich fähigkeit chance verbessern beruflich qualifizierung jung arbeitnehmer relevant,GERMAN,N/A,Berufliche Rehabilitation,ChatGPT3.5,"Berufliche Qualifizierung ist in der beruflichen Rehabilitation nicht vorgesehen Berufliche Qualifizierung ist das einzige Element der beruflichen Rehabilitation Berufliche Qualifizierung kann ein wichtiger Bestandteil der beruflichen Rehabilitation sein, um die beruflichen Fähigkeiten und Chancen zu verbessern Berufliche Qualifizierung ist nur für junge Arbeitnehmer relevant","[{'topic': 'Allgemeinwissen', 'rate': 0.31622672429223514}, {'topic': 'Arbeitssicherheit und Gesundheitsschutz', 'rate': 0.03884054539284159}, {'topic': 'Datenverarbeitung', 'rate': 0.03579986688647307}, {'topic': 'Deutsche Sprache', 'rate': 0.05374241938292218}, {'topic': 'Elektrotechnik', 'rate': 0.026895748214670546}]",berufliche rehabilitation,N/A,N/A,3663
3664,4,Single Choice,"[{'Antwort': 'Die Arbeitnehmer selbst', 'Richtig': False}, {'Antwort': 'Der Arbeitgeber', 'Richtig': False}, {'Antwort': 'Die Kosten werden in der Regel von den zuständigen Rehabilitationsträgern übernommen', 'Richtig': True}, {'Antwort': 'Die Gewerkschaften', 'Richtig': False}]",N/A,N/A,N/A,N/A,N/A,Wer übernimmt die Kosten für die berufliche Rehabilitation?,N/A,Wer übernimmt die Kosten für die berufliche Rehabilitation?,N/A,wer übernehmen kosten beruflich rehabilitation arbeitnehmer arbeitgeber kosten regel zuständig rehabilitationsträger übernehmen gewerkschaft,GERMAN,N/A,Berufliche Rehabilitation,ChatGPT3.5,Die Arbeitnehmer selbst Der Arbeitgeber Die Kosten werden in der Regel von den zuständigen Rehabilitationsträgern übernommen Die Gewerkschaften,"[{'topic': 'Allgemeinwissen', 'rate': 0.31622672429223514}, {'topic': 'Arbeitssicherheit und Gesundheitsschutz', 'rate': 0.03884054539284159}, {'topic': 'Datenverarbeitung', 'rate': 0.03579986688647307}, {'topic': 'Deutsche Sprache', 'rate': 0.05374241938292218}, {'topic': 'Elektrotechnik', 'rate': 0.026895748214670546}]",berufliche rehabilitation,N/A,N/A,3664
3665,4,Single Choice,"[{'Antwort': 'Die Schaffung neuer Arbeitsplätze', 'Richtig': False}, {'Antwort': 'Die Wiedereingliederung von Menschen mit gesundheitlichen Beeinträchtigungen in das Arbeitsleben und die Sicherung ihrer Teilhabe am Arbeitsleben', 'Richtig': True}, {'Antwort': 'Die Förderung von Frühverrentungsprogrammen', 'Richtig': False}, {'Antwort': 'Die Reduzierung der Arbeitszeit für alle Arbeitnehmer', 'Richtig': False}]",N/A,N/A,N/A,N/A,N/A,Was ist das Ziel der beruflichen Rehabilitation?,N/A,Was ist das Ziel der beruflichen Rehabilitation?,N/A,ziel beruflich rehabilitation schaffung neu arbeitsplatz wiedereingliederung mensch gesundheitlich beeinträchtigung arbeitsleben sicherung teilhabe arbeitsleben förderung frühverrentungsprogramm reduzierung arbeitszeit arbeitnehmer,GERMAN,N/A,Berufliche Rehabilitation,ChatGPT3.5,Die Schaffung neuer Arbeitsplätze Die Wiedereingliederung von Menschen mit gesundheitlichen Beeinträchtigungen in das Arbeitsleben und die Sicherung ihrer Teilhabe am Arbeitsleben Die Förderung von Frühverrentungsprogrammen Die Reduzierung der Arbeitszeit für alle Arbeitnehmer,"[{'topic': 'Allgemeinwissen', 'rate': 0.31622672429223514}, {'topic': 'Arbeitssicherheit und Gesundheitsschutz', 'rate': 0.03884054539284159}, {'topic': 'Datenverarbeitung', 'rate': 0.03579986688647307}, {'topic': 'Deutsche Sprache', 'rate': 0.05374241938292218}, {'topic': 'Elektrotechnik', 'rate': 0.026895748214670546}]",berufliche rehabilitation,N/A,N/A,3665
3666,4,Single Choice,"[{'Antwort': 'Nur medizinische Behandlung', 'Richtig': False}, {'Antwort': 'Nur finanzielle Unterstützung', 'Richtig': False}, {'Antwort': 'Eine breite Palette von Unterstützungsmaßnahmen, einschließlich medizinischer Behandlung, beruflicher Qualifizierung, sozialer Betreuung und finanzieller Unterstützung', 'Richtig': True}, {'Antwort': 'Nur psychologische Beratung', 'Richtig': False}]",N/A,N/A,N/A,N/A,N/A,Welche Arten von Unterstützung können Menschen in beruflicher Rehabilitation erhalten?,N/A,Welche Arten von Unterstützung können Menschen in beruflicher Rehabilitation erhalten?,N/A,art unterstützung mensch beruflich rehabilitation erhalten medizinisch behandlung finanziell unterstützung breit palette unterstützungsmaßnahme einschließlich medizinisch behandlung beruflich qualifizierung sozial betreuung finanziell unterstützung psychologisch beratung,GERMAN,N/A,Berufliche Rehabilitation,ChatGPT3.5,"Nur medizinische Behandlung Nur finanzielle Unterstützung Eine breite Palette von Unterstützungsmaßnahmen, einschließlich medizinischer Behandlung, beruflicher Qualifizierung, sozialer Betreuung und finanzieller Unterstützung Nur psychologische Beratung","[{'topic': 'Allgemeinwissen', 'rate': 0.31622672429223514}, {'topic': 'Arbeitssicherheit und Gesundheitsschutz', 'rate': 0.03884054539284159}, {'topic': 'Datenverarbeitung', 'rate': 0.03579986688647307}, {'topic': 'Deutsche Sprache', 'rate': 0.05374241938292218}, {'topic': 'Elektrotechnik', 'rate': 0.026895748214670546}]",berufliche rehabilitation,N/A,N/A,3666
